"AROKATO";"nom";"idreg";"pays";"lat";"long";"Est-ouest";"Capitale";"hydrocarbures";"date creation";"typharris1963";"NMonopoleSnyder";"1959y";"1970y";"1979y";"1989y";"2002y";"2010y";
"ALI10114";"Ukmergi";"LIT00";"Lithuanie";55,25;24,75;"O";0;0;;;;14.88;21.663;26.996;30.649;28.569;26.97;
"AGE03102";"Ozourgeti";"GEO00";"Georgie";41,93;41,98;"O";1;0;;;;19.131;21.679;22.393;23.399;18.705;18.6;
"AR63217501";"ershov";"RUS60";"Russie";51,35;48,28333333;"O";0;1;;;;20;21.7;22.3;24.5;23.848;21.447;
"AR15258501";"unecha";"RUS11";"Russie";52,85;32,68333333;"O";0;0;;;;16.5;21.7;26.4;28.6;29.039;26.196;
"AGE04103";"Zestaponi";"GEO00";"Georgie";42,11;43,05;"O";0;0;;;;17.213;21.701;21.101;26.098;24.158;24.8;
"AR68405";"kirsanov";"RUS64";"Russie";52,65;42,73333333;"O";0;0;;;;15.7;21.8;21.3;20.8;18.506;17.24;
"AR41440";"pikaljovo";"RUS35";"Russie";59,51666667;34,16666667;"O";0;0;;;;16.9;21.8;23.5;24.5;23.325;21.567;
"AR80455";"uchaly";"RUS07";"Russie";54,31666667;59,38333333;"E";0;1;;;;22.597;21.8;27.6;32.4;37.196;37.771;
"AUA12120";"Molofigvardiisk";"UKR14";"Ukraine";48,35;39,73;"O";0;0;;;;;21.846;27.395;31.766;25.37;23.757;
"AR92403";"aznakajevo";"RUS65";"Russie";54,85;53,06666667;"O";0;1;;;;11.7;21.9;26.7;32.2;35.412;34.859;
"AR71171";"Salekhard";"RUS70";"Russie";66,53333333;66,63333333;"E";1;0;;;;16.6;21.9;24.9;32.3;36.827;42.494;
"AR11205501";"veljsk";"RUS05";"Russie";61,06666667;42,1;"O";0;0;;;;16.9;21.9;24.6;26;26.241;23.885;
"AR50206501";"bolotnoje";"RUS44";"Russie";55,66666667;84,4;"E";0;0;;;;26.8;21.9;20.8;20;18.17;16.57;
"AMO01146";"Soroca";"MOL00";"Moldavie";48,16;28,3;"O";0;0;;;;15.195;21.924;29.93;42.297;29.914;35.2;
"AGE04105";"Samtrediya";"GEO00";"Georgie";42,15;42,34;"O";0;0;;;;19.58;21.974;33.999;34.468;29.761;30;
"AR46259503";"losinopetrk";"RUS40";"Russie";55,86666667;38,2;"O";0;0;;;;16.7;22;22;22.9;22.324;22.55;
"AR65484503";"degtjarsk";"RUS63";"Russie";56,7;60,1;"E";0;1;;;;27.4;22;20.1;18.4;15.869;15.521;
"AUA01102";"Aloushka";"UKR01";"Ukraine";44,67;34,4;"O";0;0;;;;13.193;22.016;28.547;36.413;31.09;29.191;
"AUA22111";"Starokostuantiniv";"UKR24";"Ukraine";49,75;27,22;"O";0;0;;;;19.909;22.034;27.356;33.204;35.049;34.754;
"ABE07106";"Zhodzina";"BEL00";"Belarus";54,1;28,33;"O";0;0;;;;;22.083;33.926;53.744;60.255;61.899;
"AR27212501";"gusev";"RUS20";"Russie";54,58333333;22,2;"O";0;1;;;;14.2;22.1;24.6;27;28.467;28.26;
"AR17256501";"jurevpolski";"RUS75";"Russie";56,5;39,68333333;"O";0;0;;;;16.8;22.1;21.1;22.2;19.906;19.588;
"AR03213501";"guljkevichi";"RUS33";"Russie";45,36666667;40,68333333;"O";0;1;;;;20.3;22.1;27.3;31.7;35.141;35.225;
"AR47215503";"zapoljarnyj";"RUS41";"Russie";69,41666667;30,8;"O";0;0;;;;;22.1;21.2;23.6;18.64;15.835;
"ABE06104";"Gorki";"BEL00";"Belarus";54,28;30,99;"O";0;0;;;;15.099;22.117;26.627;30.905;33.537;32.167;
"AKA11206";"Shieli";"KAZ11";"Kazakhstan";44,17;66,75;"E";0;0;;;;13.963;22.169;25.722;28.484;28.299;29.632;
"AR86410";"sortavala";"RUS12";"Russie";61,7;30,66666667;"O";0;0;;;;17.6;22.2;21.6;22.6;21.131;19.215;
"AR46239503";"starkupavna";"RUS40";"Russie";55,8;38,18333333;"O";0;0;;;;17.9;22.2;24.3;25.1;21.433;21.859;
"AR65254501";"turinsk";"RUS63";"Russie";58,03333333;63,7;"E";0;0;;;;18.8;22.2;22.9;23.2;19.313;17.923;
"AR41403";"boksitogors";"RUS35";"Russie";59,46666667;33,85;"O";0;0;;;;20.4;22.2;23.2;21.8;18.128;16.593;
"AR25226501";"zhelezgrilm";"RUS17";"Russie";56,58333333;104,1166667;"E";0;1;;;;;22.2;29.1;32.3;29.093;26.134;
"AUA20105";"Vovtchansk";"UKR22";"Ukraine";50,29;36,94;"O";0;0;;;;20.592;22.21;24.375;24.35;20.503;19.192;
"AKA13104";"Lengir";"KAZ13";"Kazakhstan";42,2;69,9;"E";0;0;;;;22.986;22.22;22.047;21.716;19.276;24.642;
"AAZ01215";"Mashtagha";"AZE00";"Azerbaidjan";40,53;50;"O";0;1;;;;16.952;22.233;31.92;40.294;41.706;42.6;
"AR53425";"soljileck";"RUS47";"Russie";51,16666667;54,98333333;"E";0;1;;;;21.6;22.3;21.7;23.8;26.883;28.369;
"AAZ08105";"Xatchmaz";"AZE00";"Azerbaidjan";41,47;48,81;"O";0;1;;;;17.123;22.313;26.012;28.99;35.109;39.5;
"AUA05143";"Selidove";"UKR06";"Ukraine";48,13;37,3;"O";0;0;;;;12.949;22.315;21.853;29.831;26.484;24.481;
"AUA12134";"Starobilsk";"UKR14";"Ukraine";49,28;38,91;"O";0;0;;;;19.519;22.341;23.851;25.053;22.015;19.113;
"AR58233501";"ostrov";"RUS54";"Russie";57,33333333;28,35;"O";0;0;;;;17.6;22.4;26.5;29.1;25.078;21.67;
"AR46443";"kranoarmskm";"RUS40";"Russie";56,1;38,13333333;"O";0;0;;;;18.2;22.4;26;27.5;26.051;26.294;
"AR52415";"tara";"RUS45";"Russie";56,9;74,36666667;"E";0;0;;;;22.6;22.4;23.2;26.2;26.888;27.322;
"ALE01125";"Jikabpils";"LET00";"Lettonie";56,48;25,85;"O";0;0;;;;;22.44;26.829;31.435;27.381;26.386;
"AUA22109";"Polonne";"UKR24";"Ukraine";50,12;27,52;"O";0;0;;;;19.775;22.484;23.392;24.402;23.071;22.064;
"AR22248501";"sergach";"RUS42";"Russie";55,53333333;45,46666667;"O";0;0;;;;;22.5;24.4;25.2;22.887;21.387;
"AR50217501";"karasuk";"RUS44";"Russie";53,73333333;78,03333333;"E";0;0;;;;20;22.6;25.5;29.4;28.734;28.586;
"AR46231573";"Tomilino";"RUS40";"Russie";55,66;37,94;"O";0;0;;;;16.514;22.682;26.017;27.736;28.545;30.624;
"AR75445";"plast";"RUS66";"Russie";54,36666667;60,81666667;"E";0;1;;;;25.9;22.7;19.3;18.9;17.422;17.344;
"AKA03107";"Makinsk";"KAZ01";"Kazakhstan";52,63;70,42;"E";0;0;;;;23.013;22.85;21.911;23.312;17.557;16.745;
"AR17440";"sobinka";"RUS75";"Russie";55,98333333;40,01666667;"O";0;0;;;;20.5;22.9;23.6;23.7;21.054;19.482;
"AR53414";"kuvandyk";"RUS47";"Russie";51,48333333;57,35;"E";0;0;;;;21.4;22.9;25.1;28.3;28.679;26.176;
"AR04218501";"ilanskij";"RUS34";"Russie";56,23333333;96,06666667;"E";0;0;;;;26.9;22.9;20;18.4;17.073;16.108;
"AUA05138";"Novogrodivka";"UKR06";"Ukraine";48,2;37,35;"O";0;0;;;;14.296;22.902;20.804;19.429;17.278;16.824;
"AR65453";"kirovgrad";"RUS63";"Russie";57,43333333;60,06666667;"E";0;1;;;;22.7;23;24;25.6;23.197;21.006;
"AUA12131";"Svatove";"UKR14";"Ukraine";49,41;38,15;"O";0;0;;;;21.455;23.002;22.628;21.625;19.427;18.558;
"AGE12103";"Gagra";"GEO00";"Georgie";43,33;40,22;"O";0;0;;;;14.023;23.025;24.409;26.636;10.717;11.2;
"AGE04107";"Tqibuli";"GEO00";"Georgie";42,34;42,99;"O";0;0;;;;22.702;23.153;21.821;21.867;14.464;13.9;
"AR07220501";"izobiljnyj";"RUS62";"Russie";45,36666667;41,71666667;"O";0;1;;;;11.1;23.2;29.2;32.9;38.926;40.546;
"AR53427";"sorochinsk";"RUS47";"Russie";52,43333333;53,15;"E";0;1;;;;19.4;23.2;24.7;26.7;30.136;29.26;
"AR03251501";"temrjuk";"RUS33";"Russie";45,26666667;37,38333333;"O";0;1;;;;22.2;23.2;31.9;33.2;36.118;38.014;
"ABE05103";"Vaukavysk";"BEL00";"Belarus";53,15;24,46;"O";0;0;;;;18.283;23.266;29.074;40.374;46.72;44.044;
"AR46489";"scherbinka";"RUS40";"Russie";55,5;37,56666667;"O";0;0;;;;18.1;23.4;23.6;28;28.043;32.836;
"AR28440";"ostashkov";"RUS74";"Russie";57,15;33,1;"O";0;0;;;;19.5;23.4;24.4;27.4;20.66;18.073;
"AR11244501";"njandoma";"RUS05";"Russie";61,66666667;40,2;"O";0;0;;;;21.7;23.4;22;24.8;22.619;22.354;
"AR75455";"ustjkatav";"RUS66";"Russie";54,93333333;58,16666667;"E";0;0;;;;23.1;23.4;24.5;31.2;25.898;23.586;
"AR22247501";"semjonov";"RUS42";"Russie";56,8;44,5;"O";0;0;;;;19.8;23.6;25.2;26.3;25.298;24.472;
"AR64430";"poronajsk";"RUS58";"Russie";49,21666667;143,1;"E";0;1;;;;21.6;23.6;24.7;26;17.954;16.099;
"AR57212501";"vereschagno";"RUS52";"Russie";58,06666667;54,65;"E";0;1;;;;22.9;23.6;22.3;24.1;22.832;22.161;
"AUA12138";"Tchervonopartizansk";"UKR14";"Ukraine";48,08;39,79;"O";0;0;;;;20.673;23.669;22.094;20.05;17.587;15.928;
"AR46216501";"zarajsk";"RUS40";"Russie";54,76666667;38,88333333;"O";0;0;;;;20.8;23.7;26.7;27;25.093;24.648;
"AUA02104";"Gaisin";"UKR03";"Ukraine";48,8;29,4;"O";0;0;;;;17.68;23.741;24.47;25.766;25.609;25.76;
"AR24235501";"juzha";"RUS18";"Russie";56,58333333;42,01666667;"O";0;0;;;;23.1;23.8;22.1;20.9;15.636;14.17;
"AR98404";"mirnyj";"RUS15";"Russie";62,53333333;113,95;"E";0;0;;;;;23.8;30.5;38.8;39.981;37.179;
"AUA07110";"Khoust";"UKR08";"Ukraine";48,18;23,3;"O";0;0;;;;20.902;23.81;27.522;31.287;28.949;28.392;
"AUA05151";"Tchasiv Yar";"UKR06";"Ukraine";48,58;37,85;"O";0;0;;;;23.33;23.848;21.825;19.804;16.441;14.541;
"AKA05105";"Kaskelen";"KAZ04";"Kazakhstan";43,2;76,62;"E";0;0;;;;13.897;23.851;26.85;30.87;35.943;58.418;
"AR46411";"dzerdginski";"RUS40";"Russie";55,63333333;37,85;"O";0;0;;;;15.4;23.9;30.8;36.1;41.488;47.125;
"AR03234501";"novokubansk";"RUS33";"Russie";45,1;41,05;"O";0;1;;;;23.971;23.9;27.1;30.2;35.4;34.847;
"AR08403";"amursk";"RUS26";"Russie";50,21666667;136,9;"E";0;1;;;;;24;40.8;58.4;47.759;42.977;
"AES01146";"Valga";"EST00";"Estonie";57,78333333;26,03333333;"O";0;0;;;;18.226;24.004;26.515;26.365;20.778;19.757;
"AUA01112";"Saki";"UKR01";"Ukraine";45,14;33,6;"O";0;0;;;;18.122;24.208;31.23;38.69;28.969;24.58;
"AAZ04114";"Salyan";"AZE00";"Azerbaidjan";39,59;48,98;"O";0;1;;;;17.197;24.228;26.196;30.396;34.157;36.7;
"AUA15111";"Kiliya";"UKR17";"Ukraine";45,45;29,27;"O";0;0;;;;20.304;24.276;25.055;25.754;22.377;20.932;
"AR96234501";"urusmartan";"RUS67";"Russie";43,13333333;45,55;"O";0;1;;;;11.7;24.3;27.9;32.9;39.982;49.071;
"AUA05102";"Amvrosiivka";"UKR06";"Ukraine";47,88;38,49;"O";0;0;;;;20.037;24.33;24.406;23.951;21.916;19.484;
"AUA05107";"Volnovakha";"UKR06";"Ukraine";45,6;37,5;"O";0;0;;;;20.199;24.427;25.411;26.371;24.587;23.484;
"AGE11104";"Khaskhouri";"GEO00";"Georgie";41,99;43,59;"O";0;0;;;;18.646;24.469;28.638;32.639;28.56;29;
"AKA05112";"Oushtebe";"KAZ04";"Kazakhstan";45,24;77,98;"E";0;0;;;;21.029;24.484;24.546;26.028;21.845;24.895;
"AR46257501";"shatura";"RUS40";"Russie";55,56666667;39,53333333;"O";0;0;;;;19.6;24.5;29.4;31.6;30.393;32.905;
"AR04256501";"uzhur";"RUS34";"Russie";55,31666667;89,81666667;"E";0;0;;;;23.5;24.5;28.6;28.4;17.252;16.079;
"AUA20117";"Tchougouiv";"UKR22";"Ukraine";49,84;36,96;"O";0;0;;;;22.657;24.733;32.128;36.543;36.339;32.532;
"AR71131";"Khanti-Mansiisk";"RUS70";"Russie";61;69,01666667;"E";1;1;;;;20.7;24.8;28.3;34.5;53.953;79.41;
"AR80425";"meleuz";"RUS07";"Russie";52,95;55,93333333;"E";0;0;;;;17.8;24.9;38.4;53.4;62.949;61.408;
"AR68430";"uvarovo";"RUS64";"Russie";51,98333333;42,26666667;"O";0;0;;;;18.513;24.9;31.7;34.6;29.69;26.829;
"AR69405";"kolpashevo";"RUS71";"Russie";58,31666667;82,91666667;"E";0;0;;;;22.6;24.9;28.6;31.3;28.441;24.126;
"ABE02113";"Kobryn";"BEL00";"Belarus";52,22;24,37;"O";0;0;;;;13.686;24.934;31.811;44.829;50.76;51.265;
"AR11420";"onega";"RUS05";"Russie";63,91666667;38,08333333;"O";0;0;;;;21.3;25;25;26.1;23.43;21.359;
"AR04422";"lesosibirsk";"RUS34";"Russie";58,23333333;92,48333333;"E";0;0;;;;16.262;25.026;38.6;68.3;65.374;61.146;
"AR32443";"tashtagol";"RUS25";"Russie";52,76666667;87,86666667;"E";0;0;;;;17.1;25.1;24.4;26.3;23.363;23.114;
"AR38410";"ljgov";"RUS32";"Russie";51,66666667;35,26666667;"O";0;0;;;;21.3;25.1;26.5;25.6;23.783;21.452;
"AR10420";"rajchihinsk";"RUS04";"Russie";49,8;129,4;"E";0;0;;;;27.5;25.2;28.1;27.9;24.498;20.499;
"AUA05116";"Dokoutchaevsk";"UKR06";"Ukraine";47,73;37,67;"O";0;0;;;;20.462;25.201;24.137;26.038;24.247;23.791;
"AR46218503";"dedovsk";"RUS40";"Russie";55,86666667;37,13333333;"O";0;0;;;;19.5;25.3;29.6;30.7;27.662;29.28;
"AR46465";"roshalj";"RUS40";"Russie";55,66666667;39,88333333;"O";0;0;;;;21.8;25.3;25.3;24;22.407;21.265;
"AGE08104";"Senaki";"GEO00";"Georgie";42,27;42,08;"O";0;0;;;;17.907;25.354;27.03;29.161;28.082;28.6;
"ABE04107";"Zhlobin";"BEL00";"Belarus";52,89;30,03;"O";0;0;;;;19.216;25.359;35.422;56.695;72.156;75.703;
"AR61230501";"rjazhsk";"RUS56";"Russie";53,71666667;40,06666667;"O";0;0;;;;14.754;25.4;25.3;27.2;22.85;21.676;
"AR46215503";"krasnozavsk";"RUS40";"Russie";56,45;38,21666667;"O";0;0;;;;19.5;25.4;27.4;29.8;13.549;13.432;
"AR71415";"jalutorovsk";"RUS70";"Russie";56,65;66,3;"E";0;0;;;;20.2;25.4;32.9;36.8;36.088;36.494;
"AUA17102";"Doubno";"UKR19";"Ukraine";50,42;25,75;"O";0;0;;;;18.651;25.442;34.687;40.806;38.914;38.053;
"AUA12115";"Kreminna";"UKR14";"Ukraine";49,05;38,22;"O";0;0;;;;25.938;25.463;25.525;27.686;24.171;21.017;
"AGE04110";"Tchiatoura";"GEO00";"Georgie";42,3;43,3;"O";0;0;;;;21.521;25.474;26.715;29.228;13.835;14.1;
"AUA22110";"Slavouta";"UKR24";"Ukraine";50,3;26,87;"O";0;0;;;;20.216;25.573;29.323;34.696;34.41;35.442;
"AR14410";"aleksejevka";"RUS08";"Russie";50,63333333;38,68333333;"O";0;0;;;;20.1;25.6;31.6;36.6;39.312;39.026;
"ABE06109";"Krytchau";"BEL00";"Belarus";53,7;31,71;"O";0;0;;;;19.028;25.682;30.447;32.908;28.752;27.022;
"AR34420";"nerehta";"RUS30";"Russie";57,45;40,58333333;"O";0;0;;;;22.3;25.7;26.7;29.3;26.002;22.817;
"AMO01139";"Orhei";"MOL00";"Moldavie";47,38;28,82;"O";0;0;;;;14.391;25.798;28.503;31.843;26.392;25.7;
"AAR04101";"Armavir";"ARM00";"Armenie";40,09;44,05;"O";1;0;;;;14.932;25.881;31.431;46.857;32.075;33.8;
"AAZ04106";"Goytchay";"AZE00";"Azerbaidjan";40,62;47,76;"O";0;1;;;;16.485;25.922;29.206;30.934;33.921;35.9;
"AKA03108";"Stepnogor";"KAZ01";"Kazakhstan";52,35;71,89;"E";0;0;;;;;25.956;45.794;58.2;43.802;46.712;
"AR65426";"zarechnyjs";"RUS63";"Russie";56,81666667;61,31666667;"E";0;1;;;;18.626;25.969;30.549;41.411;40.559;39.43;
"AR03241501";"primorahtar";"RUS33";"Russie";46,05;38,18333333;"O";0;0;;;;22;26;28;30;32.677;32.253;
"AR53404";"abdulino";"RUS47";"Russie";53,68333333;53,65;"E";0;1;;;;30;26;23.1;22.6;21.537;20.183;
"AR14450";"shebekino";"RUS08";"Russie";50,41666667;36,9;"O";0;0;;;;13.9;26;39.5;44.6;45.119;44.277;
"AR52405";"isiljkul";"RUS45";"Russie";54,9;71,26666667;"E";0;0;;;;25.5;26;25.7;26.4;26.549;24.481;
"AR36427";"pohvistnevo";"RUS59";"Russie";53,65;52,13333333;"O";0;1;;;;23.1;26.1;25.7;27.8;27.973;28.181;
"AR46242501";"ozjory";"RUS40";"Russie";54,85;38,55;"O";0;0;;;;24.8;26.1;26.7;28.2;25.704;25.788;
"AMO01107";"Cahuk";"MOL00";"Moldavie";45,91;28,19;"O";0;0;;;;16.223;26.249;33.128;42.904;36.397;35.8;
"AR03221501";"korenovsk";"RUS33";"Russie";45,46666667;39,45;"O";0;1;;;;18.2;26.3;35;35.8;40.844;41.179;
"AR57141";"kudymkar";"RUS52";"Russie";59,01666667;54,66666667;"E";0;1;;;;21.8;26.4;28.4;33.5;31.914;28.984;
"AKA13101";"Arys";"KAZ13";"Kazakhstan";42,43;68,8;"E";0;0;;;;22.743;26.414;27.995;33.523;35.411;37.996;
"AUA02109";"Kozyatin";"UKR03";"Ukraine";49,72;28,83;"O";0;0;;;;22.784;26.649;29.243;28.752;26.456;24.461;
"AUA10108";"Vasil kiv";"UKR12";"Ukraine";50,18;30,32;"O";0;0;;;;20.45;26.741;32.852;40.277;39.421;36.421;
"AR15216501";"djatjkovo";"RUS11";"Russie";53,6;34,33333333;"O";0;0;;;;19.4;26.8;31.7;34.4;33.6;29.438;
"AAR07105";"Khrazdan";"ARM00";"Armenie";40,07;44,44;"O";1;0;;;;;26.833;41.364;60.839;52.831;53.2;
"AR90235501";"beslan";"RUS48";"Russie";43,18333333;44,53333333;"O";0;1;;;;19.4;26.9;29.9;32.5;35.55;36.724;
"AR32440";"tajga";"RUS25";"Russie";56,06666667;85,61666667;"E";0;0;;;;33.9;26.9;25.2;26.2;24.726;25.33;
"AKA08102";"Karatau";"KAZ08";"Kazakhstan";43,17;70,47;"E";0;0;;;;;26.962;30.908;41.825;26.87;26.639;
"AR60234501";"morozovsk";"RUS55";"Russie";48,35;41,83333333;"O";0;0;;;;27;27;27.2;27;29.222;27.644;
"AR41413";"vsevolozhsk";"RUS35";"Russie";60,01666667;30,68333333;"O";0;0;;;;27.8;27;28.6;31.9;45.31;59.689;
"AUA18104";"Gloukhiv";"UKR20";"Ukraine";51,68;33,92;"O";0;0;;;;22.962;27.096;32.386;35.869;35.808;35.089;
"AR61410";"sasovo";"RUS56";"Russie";54,35;41,91666667;"O";0;0;;;;20.7;27.2;30.2;35.9;30.736;28.117;
"AR76405";"balej";"RUS80";"Russie";51,58333333;116,6333333;"E";0;0;;;;28.8;27.2;25.9;23.9;14.797;12.536;
"AR32413";"gurjevsk";"RUS25";"Russie";54,28333333;85,93333333;"E";0;0;;;;30.4;27.2;25.6;28.2;27.381;24.816;
"AR04247501";"zaozernyj";"RUS34";"Russie";55,96666667;94,7;"E";0;0;;;;34.7;27.2;15.8;15.7;12.476;10.683;
"AR41425";"kirishi";"RUS35";"Russie";59,45;32,01666667;"O";0;0;;;;;27.3;44.2;53;55.634;52.826;
"AUA07101";"Beregove";"UKR08";"Ukraine";48,22;22,65;"O";0;0;;;;25.73;27.308;29.013;30.157;26.565;24.615;
"AUA11104";"Znamyanka";"UKR13";"Ukraine";48,71;32,66;"O";0;0;;;;22.297;27.393;29.336;33.828;29.031;25.073;
"AR75249503";"bakal";"RUS66";"Russie";54,93333333;58,8;"E";0;1;;;;29.4;27.4;26.8;24.1;22.314;20.953;
"AR46243513";"likinodulev";"RUS40";"Russie";55,7;38,95;"O";0;0;;;;24.6;27.5;31.8;34.2;31.44;31.331;
"AUA23105";"Zolotonosha";"UKR25";"Ukraine";49,67;32,03;"O";0;0;;;;24.603;27.639;28.579;30.715;28.715;28.463;
"AR54410";"mcensk";"RUS46";"Russie";53,28333333;36,56666667;"O";0;0;;;;14.3;27.8;41.8;48.4;47.807;43.216;
"AR76407";"borzja";"RUS80";"Russie";50,38333333;116,5333333;"E";0;0;;;;23.7;27.8;35.8;36.4;31.46;31.376;
"AR46231567";"Malakhovka";"RUS40";"Russie";55,64;38,03;"O";0;0;;;;27.849;27.876;28.052;26.454;18.552;23.991;
"AR86215501";"kondopoga";"RUS12";"Russie";62,2;34,26666667;"O";0;0;;;;16.1;27.9;35.2;36.4;34.863;32.978;
"AR17230501";"kirzhach";"RUS75";"Russie";56,15;38,86666667;"O";0;0;;;;22.61;27.942;34.397;36.86;32.937;30.044;
"ALI01101";"Alytus";"LIT00";"Lithuanie";54,4;24,05;"O";1;0;;;;12.35;28.074;55.255;73.072;71.079;66.841;
"AKA14101";"Aksou";"KAZ14";"Kazakhstan";52,03;76,92;"E";0;0;;;;;28.133;41.572;47.067;40.293;41.677;
"AR05408";"dalnerechsk";"RUS53";"Russie";45,93333333;133,7333333;"E";0;0;;;;25.4;28.2;31.3;33.6;30.092;27.601;
"AR76415";"petrzabajk";"RUS80";"Russie";51,26666667;108,8333333;"E";0;0;;;;29.8;28.3;30.9;28.3;21.164;18.555;
"AR53413";"gaj";"RUS47";"Russie";51,46666667;58,45;"E";0;0;;;;;28.3;35.7;41.7;41.621;38.302;
"AUA16111";"Mirgorod";"UKR18";"Ukraine";49,97;33,6;"O";0;0;;;;24.646;28.407;39.572;46.663;42.668;41.374;
"AUA03102";"Volodimir-Volynskii";"UKR04";"Ukraine";50,85;24,33;"O";0;0;;;;20.928;28.412;33.777;38.263;38.152;38.768;
"AUA21104";"Kakhovka";"UKR23";"Ukraine";46,81;33,48;"O";0;0;;;;18.628;28.472;38.742;42.895;38.23;37.342;
"AR08418";"sovetgavanj";"RUS26";"Russie";48,96666667;140,2833333;"E";0;0;;"7A";;37.4;28.5;29;34.9;30.48;27.712;
"ALI04106";"Marijampoli";"LIT00";"Lithuanie";54,57;23,35;"O";1;0;;;;19.621;28.763;38.451;50.616;48.428;46.256;
"AR86245501";"segezha";"RUS12";"Russie";63,73333333;34,31666667;"O";0;0;;;;19.7;28.8;36.4;38.2;34.214;29.66;
"AR33228501";"omutninsk";"RUS28";"Russie";58,66666667;52,18333333;"O";0;0;;;;24.8;28.8;28.5;29.2;26.065;23.618;
"AR63404";"atkarsk";"RUS60";"Russie";51,86666667;45;"O";0;1;;;;27.8;28.9;29.1;28.9;27.907;25.62;
"AUA10105";"Boyarka";"UKR12";"Ukraine";50,32;30,32;"O";0;0;;;;19.465;28.991;34.197;38.773;35.8;34.908;
"AR03253501";"timashevsk";"RUS33";"Russie";45,61666667;38,93333333;"O";0;1;;;;19;29.1;39.1;45.6;54.116;53.921;
"AR03408";"gelendgik";"RUS33";"Russie";44,55;38,08333333;"O";0;0;;;;16.441;29.1;36.5;47.7;50.012;54.813;
"AR14420";"valujki";"RUS08";"Russie";50,18333333;38,11666667;"O";0;0;;;;18.1;29.1;32.1;34.9;35.79;35.322;
"AR34405";"buj";"RUS30";"Russie";58,48333333;41,53333333;"O";0;0;;;;27.2;29.2;28.3;32.7;27.392;25.763;
"AR33410";"kotelnich";"RUS28";"Russie";58,3;48,33333333;"O";0;0;;;;27.7;29.2;32.8;36.8;28.245;24.979;
"AUA18108";"Lebedin";"UKR20";"Ukraine";50,59;34,48;"O";0;0;;;;24.741;29.24;20.58;32.355;28.702;26.382;
"AUA13130";"Sambir";"UKR15";"Ukraine";49,52;23,2;"O";0;0;;;;23.649;29.253;33.868;40.355;36.332;35.044;
"AR04406";"bogotol";"RUS34";"Russie";56,2;89,51666667;"E";0;0;;;;30.9;29.3;28.2;27.8;24.369;21.029;
"AR29405";"kirovk";"RUS22";"Russie";54,08333333;34,3;"O";0;0;;;;16.6;29.4;33.5;36;38.893;31.888;
"AR69402";"asino";"RUS71";"Russie";57;86,15;"E";0;0;;;;24.7;29.4;31.6;33.5;28.068;25.614;
"AAZ04117";"Yevlax";"AZE00";"Azerbaidjan";40,62;47,15;"O";0;1;;;;20.368;29.462;33.874;45.719;53.144;58.3;
"AR28430";"konakovo";"RUS74";"Russie";56,7;36,76666667;"O";0;0;;;;13.7;29.5;36.8;42.5;42.335;41.303;
"AR80415";"birsk";"RUS07";"Russie";55,41666667;55,53333333;"E";0;1;;;;24.8;29.6;30.2;34.9;39.992;41.637;
"AR50418";"tatarsk";"RUS44";"Russie";55,21666667;75,96666667;"E";0;0;;;;30.8;29.6;30.9;30.4;26.051;24.217;
"AR07250501";"zelenokumsk";"RUS62";"Russie";44,41666667;43,88333333;"O";0;1;;;;11.5;29.7;32.1;35.1;40.34;35.79;
"AR82430";"kizljar";"RUS13";"Russie";43,83333333;46,7;"O";0;1;;;;25.6;29.7;31.3;39.7;48.457;49.169;
"AR28435";"nelidovo";"RUS74";"Russie";56,21666667;32,78333333;"O";0;0;;;;26.5;29.8;29;30;26.154;22.886;
"AR65473";"nevjansk";"RUS63";"Russie";57,48333333;60,2;"E";0;1;;;;30.9;29.8;32.4;29.8;26.644;24.555;
"AKA05110";"Tekeli";"KAZ04";"Kazakhstan";44,83;78,82;"E";0;0;;;;30.046;29.846;28.536;31.428;23.62;26.062;
"AR03403";"Anapa";"RUS33";"Russie";44,88333333;37,31666667;"O";0;0;;;;19.6;29.9;40.1;55;53.493;58.983;
"AR65486";"rezh";"RUS63";"Russie";57,36666667;61,4;"E";0;1;;;;21.3;29.9;37.9;43.4;39.881;38.213;
"AR65490";"severuralsk";"RUS63";"Russie";60,15;59,93333333;"E";0;0;;;;25.9;29.9;32.5;36.1;34.673;29.279;
"AR20231501";"ostrogozhsk";"RUS78";"Russie";50,86666667;39,06666667;"O";0;0;;;;28.4;29.9;34;34.5;34.585;33.842;
"AAR09104";"Kapan";"ARM00";"Armenie";39,2;46,41;"O";1;0;;;;19.315;29.916;35.889;42.375;45.708;45.5;
"AR57412";"gremjachnsk";"RUS52";"Russie";58,56666667;57,85;"E";0;0;;;;38;30;21.6;21;13.237;10.75;
"AR28405";"bezheck";"RUS74";"Russie";57,78333333;36,7;"O";0;0;;;;26.9;30;30.6;30.4;28.643;24.517;
"AR24223501";"rodniki";"RUS18";"Russie";57,1;41,73333333;"O";0;0;;;;29.3;30;30.6;32.1;28.447;26.318;
"AUA20110";"Koupyansk";"UKR22";"Ukraine";49,72;37,6;"O";0;0;;;;25.644;30.055;33.86;35.001;32.133;30.014;
"AUA18101";"Vilopollya";"UKR20";"Ukraine";51,15;34,3;"O";0;0;;;;28.082;30.064;29.194;29.557;26.57;24.667;
"AR78405";"peslavzales";"RUS79";"Russie";56,73333333;38,85;"O";0;0;;;;23.1;30.1;37.5;42.3;43.379;41.923;
